TP,FP,TN,FN,eva_row,test_row
0,0,0,1,2,102
0,1,0,0,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,1,0,0,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,1,0,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,0,1,2,102
0,0,1,0,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,0,0,1,2,103
0,0,1,0,2,103
0,1,0,0,2,103
0,0,0,1,2,103
0,0,0,1,2,103
0,1,0,0,2,103
0,0,0,1,2,103
0,1,0,0,2,103
0,0,0,1,2,103
0,1,0,0,2,103
0,0,0,1,2,103
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,0,1,2,104
0,1,0,0,2,104
0,0,1,0,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,104
0,0,0,1,2,104
0,0,1,0,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,1,0,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,1,0,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,105
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,1,0,2,106
0,0,1,0,2,106
0,0,0,1,2,106
0,0,0,1,2,106
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,0,1,2,107
0,0,1,0,2,107
0,0,1,0,2,107
0,0,1,0,2,107
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,1,0,2,108
0,0,0,1,2,108
0,0,1,0,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,1,0,2,109
0,0,1,0,2,109
0,0,1,0,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,1,0,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,1,0,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,1,0,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,1,0,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,109
0,0,0,1,2,110
0,0,0,1,2,110
0,0,0,1,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,110
0,0,1,0,2,110
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,1,0,2,111
0,0,1,0,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,1,0,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,1,0,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,111
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,0,1,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,1,0,2,112
0,0,0,1,2,112
0,0,1,0,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,1,0,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,0,1,2,113
0,0,1,0,2,113
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,0,1,2,114
0,0,1,0,2,114
0,0,1,0,2,114
0,0,0,1,2,114
0,0,1,0,2,115
0,0,1,0,2,115
0,0,0,1,2,115
0,0,1,0,2,115
0,0,0,1,2,115
0,0,1,0,2,115
0,0,0,1,2,115
0,0,1,0,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,0,0,1,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,115
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,0,1,0,2,116
0,0,0,1,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,0,1,0,2,116
0,0,0,1,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,116
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,0,1,0,2,117
0,0,0,1,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,0,1,0,2,117
0,0,0,1,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,117
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,0,1,0,2,118
0,0,0,1,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,0,1,0,2,118
0,0,0,1,2,118
0,0,0,1,2,118
0,0,0,1,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,118
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,0,1,0,2,119
0,0,0,1,2,119
0,0,0,1,2,119
0,0,0,1,2,119
0,0,0,1,2,119
0,0,0,1,2,119
0,0,0,1,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,119
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,1,0,2,120
0,0,1,0,2,120
0,0,1,0,2,120
0,0,0,1,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,1,0,0,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,0,1,2,120
0,0,1,0,2,120
0,0,0,1,2,120
0,1,0,0,2,120
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,0,0,1,2,121
0,0,0,1,2,121
0,0,0,1,2,121
0,0,0,1,2,121
0,0,0,1,2,121
0,0,0,1,2,121
0,0,1,0,2,121
0,0,1,0,2,121
0,0,1,0,2,121
0,0,0,1,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,121
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,0,0,1,2,122
0,0,0,1,2,122
0,0,0,1,2,122
0,0,0,1,2,122
0,0,0,1,2,122
0,0,0,1,2,122
0,0,1,0,2,122
0,0,1,0,2,122
0,0,1,0,2,122
0,0,0,1,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,1,0,0,2,122
0,0,0,1,2,122
0,0,1,0,2,122
0,0,0,1,2,122
0,0,0,1,2,123
0,0,0,1,2,123
0,0,0,1,2,123
0,0,1,0,2,123
0,0,0,1,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,0,1,0,2,123
0,0,1,0,2,123
0,0,0,1,2,123
0,0,0,1,2,123
0,0,1,0,2,123
0,0,1,0,2,123
0,0,0,1,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,123
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,0,1,0,2,124
0,0,1,0,2,124
0,0,0,1,2,124
0,0,1,0,2,124
0,0,0,1,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,1,0,0,2,124
0,0,1,0,2,124
0,0,1,0,2,124
0,0,1,0,2,124
0,0,0,1,2,124
0,1,0,0,2,124
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,0,1,0,2,125
0,0,0,1,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,1,0,0,2,125
0,0,1,0,2,126
0,0,1,0,2,126
0,0,0,1,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,0,0,1,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,126
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,0,0,1,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,0,0,1,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,0,0,1,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,127
0,1,0,0,2,128
0,1,0,0,2,128
0,1,0,0,2,128
0,0,0,1,2,128
0,0,1,0,2,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,0,1,3,128
0,0,0,1,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,1,0,0,3,128
0,1,0,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,1,0,0,3,128
0,1,0,0,3,128
0,0,1,0,3,128
0,1,0,0,3,128
0,1,0,0,3,128
0,1,0,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,0,1,0,3,128
0,0,0,1,3,128
0,0,1,0,3,128
0,1,0,0,3,128
0,0,1,0,3,128
0,1,0,0,3,128
0,1,0,0,3,128
0,1,0,0,3,128
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,129
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
0,1,0,0,3,130
